"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Harrow","10:00:00","2020-09-30",160,4,17,38,6,225
"Hounslow","10:00:00","2020-09-30",584,11,7,149,27,778
"Redbridge","10:00:00","2020-09-30",1704,15,17,396,82,2214
"Tower Hamlets","10:00:00","2020-09-30",1955,98,6,974,428,3461
"Ealing","11:00:00","2020-09-30",934,21,17,184,215,1371
"Harrow","11:00:00","2020-09-30",193,0,15,29,3,240
"Hounslow","11:00:00","2020-09-30",634,7,8,113,31,793
"Redbridge","11:00:00","2020-09-30",1726,18,19,396,84,2243
"Tower Hamlets","11:00:00","2020-09-30",2146,94,1,975,433,3649
"Ealing","12:00:00","2020-09-30",987,20,20,170,220,1417
"Harrow","12:00:00","2020-09-30",237,2,16,34,8,297
"Hounslow","12:00:00","2020-09-30",713,26,8,152,27,926
"Redbridge","12:00:00","2020-09-30",1797,10,20,356,83,2266
"Tower Hamlets","12:00:00","2020-09-30",2337,134,4,1005,419,3899
"Ealing","13:00:00","2020-09-30",1052,16,21,204,203,1496
"Harrow","13:00:00","2020-09-30",218,1,17,38,12,286
"Hounslow","13:00:00","2020-09-30",734,17,6,120,44,921
"Redbridge","13:00:00","2020-09-30",1800,21,17,390,83,2311
"Tower Hamlets","13:00:00","2020-09-30",2433,143,9,1046,391,4022
"Ealing","14:00:00","2020-09-30",1137,36,26,195,175,1569
"Harrow","14:00:00","2020-09-30",295,2,20,31,1,349
"Hounslow","14:00:00","2020-09-30",800,12,13,128,30,983
"Redbridge","14:00:00","2020-09-30",1895,24,26,361,76,2382
"Tower Hamlets","14:00:00","2020-09-30",2703,140,2,1086,380,4311
"Ealing","15:00:00","2020-09-30",1075,29,21,201,174,1500
"Harrow","15:00:00","2020-09-30",281,4,18,53,14,370
"Hounslow","15:00:00","2020-09-30",842,18,15,109,17,1001
"Redbridge","15:00:00","2020-09-30",2113,16,17,335,39,2520
"Tower Hamlets","15:00:00","2020-09-30",2782,181,10,1065,264,4302
"Ealing","16:00:00","2020-09-30",1123,30,17,201,151,1522
"Harrow","16:00:00","2020-09-30",303,3,19,53,7,385
"Hounslow","16:00:00","2020-09-30",885,22,18,113,12,1050
"Redbridge","16:00:00","2020-09-30",2202,24,23,393,48,2690
"Tower Hamlets","16:00:00","2020-09-30",2723,275,7,1095,229,4329
"Ealing","17:00:00","2020-09-30",1234,33,16,207,144,1634
"Harrow","17:00:00","2020-09-30",386,4,15,77,3,485
"Hounslow","17:00:00","2020-09-30",906,21,10,132,16,1085
"Redbridge","17:00:00","2020-09-30",2269,33,17,307,22,2648
"Tower Hamlets","17:00:00","2020-09-30",2987,317,11,959,161,4435
"Ealing","18:00:00","2020-09-30",1219,39,18,164,103,1543
"Harrow","18:00:00","2020-09-30",387,2,17,53,6,465
"Hounslow","18:00:00","2020-09-30",864,16,6,92,13,991
"Redbridge","18:00:00","2020-09-30",2186,32,19,275,19,2531
"Tower Hamlets","18:00:00","2020-09-30",3290,313,11,697,103,4414
"Barnet","07:00:00","2020-10-01",1034,13,57,321,41,1466
"Bromley","07:00:00","2020-10-01",420,7,7,165,9,608
"Croydon","07:00:00","2020-10-01",80,1,0,13,0,94
"Lambeth","07:00:00","2020-10-01",138,5,34,41,15,233
"Barnet","08:00:00","2020-10-01",1759,14,50,239,50,2112
"Bromley","08:00:00","2020-10-01",499,11,7,102,9,628
"Croydon","08:00:00","2020-10-01",148,1,2,14,2,167
"Lambeth","08:00:00","2020-10-01",229,7,42,53,17,348
"Barnet","09:00:00","2020-10-01",1279,23,58,264,47,1671
"Bromley","09:00:00","2020-10-01",520,4,6,98,13,641
"Croydon","09:00:00","2020-10-01",84,4,0,14,4,106
"Lambeth","09:00:00","2020-10-01",202,12,36,74,17,341
"Barnet","10:00:00","2020-10-01",1088,38,52,244,55,1477
"Bromley","10:00:00","2020-10-01",423,5,6,72,13,519
"Croydon","10:00:00","2020-10-01",79,3,0,17,3,102
"Lambeth","10:00:00","2020-10-01",172,11,35,58,24,300
"Barnet","11:00:00","2020-10-01",1229,55,51,239,61,1635
"Bromley","11:00:00","2020-10-01",415,4,6,89,16,530
"Croydon","11:00:00","2020-10-01",88,5,0,23,1,117
"Lambeth","11:00:00","2020-10-01",187,22,37,84,18,348
"Barnet","12:00:00","2020-10-01",1280,57,47,240,45,1669
"Bromley","12:00:00","2020-10-01",469,8,6,88,15,586
"Croydon","12:00:00","2020-10-01",75,2,0,21,1,99
"Lambeth","12:00:00","2020-10-01",209,30,34,77,29,379
"Barnet","13:00:00","2020-10-01",1259,74,48,204,38,1623
"Bromley","13:00:00","2020-10-01",483,6,6,93,13,601
"Croydon","13:00:00","2020-10-01",101,7,0,17,1,126
"Lambeth","13:00:00","2020-10-01",224,43,36,81,26,410
"Barnet","14:00:00","2020-10-01",1422,58,48,224,39,1791
"Bromley","14:00:00","2020-10-01",559,6,6,90,9,670
"Croydon","14:00:00","2020-10-01",114,3,2,21,5,145
"Lambeth","14:00:00","2020-10-01",287,36,35,78,18,454
"Barnet","15:00:00","2020-10-01",1612,50,42,222,40,1966
"Bromley","15:00:00","2020-10-01",617,7,6,127,13,770
"Croydon","15:00:00","2020-10-01",166,4,0,25,1,196
"Lambeth","15:00:00","2020-10-01",285,29,36,74,9,433
"Barnet","16:00:00","2020-10-01",1637,70,52,218,23,2000
"Bromley","16:00:00","2020-10-01",641,1,6,124,6,778
"Croydon","16:00:00","2020-10-01",152,5,1,28,2,188
"Lambeth","16:00:00","2020-10-01",287,54,32,83,7,463
"Barnet","17:00:00","2020-10-01",1651,91,47,211,25,2025
"Bromley","17:00:00","2020-10-01",666,7,7,103,9,792
"Croydon","17:00:00","2020-10-01",193,5,1,26,3,228
"Lambeth","17:00:00","2020-10-01",278,48,35,78,8,447
"Barnet","18:00:00","2020-10-01",1658,78,56,171,16,1979
"Bromley","18:00:00","2020-10-01",580,10,6,79,3,678
"Croydon","18:00:00","2020-10-01",151,7,0,15,1,174
"Lambeth","18:00:00","2020-10-01",252,53,39,43,3,390
"Bromley","07:00:00","2020-10-02",4,0,0,4,4,12
"Enfield","07:00:00","2020-10-02",282,2,4,64,5,357
"Kensington and Chelsea","07:00:00","2020-10-02",525,52,64,137,33,811
"Lambeth","07:00:00","2020-10-02",492,17,68,147,26,750
"Southwark","07:00:00","2020-10-02",825,28,27,215,33,1128
"Bromley","08:00:00","2020-10-02",38,0,0,3,0,41
"Enfield","08:00:00","2020-10-02",654,1,5,40,5,705
"Kensington and Chelsea","08:00:00","2020-10-02",699,44,53,149,40,985
"Lambeth","08:00:00","2020-10-02",591,25,61,133,23,833
"Southwark","08:00:00","2020-10-02",876,18,22,219,50,1185
"Bromley","09:00:00","2020-10-02",7,1,0,5,0,13
"Enfield","09:00:00","2020-10-02",453,1,5,46,8,513
"Kensington and Chelsea","09:00:00","2020-10-02",724,68,69,172,54,1087
"Lambeth","09:00:00","2020-10-02",551,38,72,159,30,850
"Southwark","09:00:00","2020-10-02",793,26,31,208,37,1095
"Bromley","10:00:00","2020-10-02",13,0,0,0,0,13
"Enfield","10:00:00","2020-10-02",311,0,4,38,7,360
"Kensington and Chelsea","10:00:00","2020-10-02",726,52,59,160,51,1048
"Lambeth","10:00:00","2020-10-02",477,32,64,172,44,789
"Southwark","10:00:00","2020-10-02",820,22,23,265,70,1200
"Bromley","11:00:00","2020-10-02",7,0,0,0,0,7
"Enfield","11:00:00","2020-10-02",339,1,7,50,7,404
"Kensington and Chelsea","11:00:00","2020-10-02",784,57,54,207,43,1145
"Lambeth","11:00:00","2020-10-02",504,51,57,179,45,836
"Southwark","11:00:00","2020-10-02",865,37,23,267,61,1253
"Bromley","12:00:00","2020-10-02",6,0,0,2,0,8
"Enfield","12:00:00","2020-10-02",387,3,4,40,6,440
"Kensington and Chelsea","12:00:00","2020-10-02",853,83,60,155,49,1200
"Lambeth","12:00:00","2020-10-02",573,57,58,151,40,879
"Southwark","12:00:00","2020-10-02",960,40,27,248,47,1322
"Bromley","13:00:00","2020-10-02",11,0,0,1,0,12
"Enfield","13:00:00","2020-10-02",363,4,4,44,11,426
"Kensington and Chelsea","13:00:00","2020-10-02",844,79,67,194,31,1215
"Lambeth","13:00:00","2020-10-02",602,80,61,159,33,935
"Southwark","13:00:00","2020-10-02",880,41,26,224,49,1220
"Bromley","14:00:00","2020-10-02",20,0,0,5,0,25
"Enfield","14:00:00","2020-10-02",489,4,4,30,6,533
"Kensington and Chelsea","14:00:00","2020-10-02",834,100,62,162,33,1191
"Lambeth","14:00:00","2020-10-02",600,49,64,148,34,895
"Southwark","14:00:00","2020-10-02",983,32,26,207,41,1289
"Bromley","15:00:00","2020-10-02",23,0,0,6,0,29
"Enfield","15:00:00","2020-10-02",599,2,5,48,10,664
"Kensington and Chelsea","15:00:00","2020-10-02",800,87,55,107,27,1076
"Lambeth","15:00:00","2020-10-02",697,57,65,137,18,974
"Southwark","15:00:00","2020-10-02",883,48,26,163,41,1161
"Bromley","16:00:00","2020-10-02",14,0,0,1,0,15
"Enfield","16:00:00","2020-10-02",521,4,4,67,5,601
"Kensington and Chelsea","16:00:00","2020-10-02",802,80,48,100,14,1044
"Lambeth","16:00:00","2020-10-02",676,61,68,151,15,971
"Southwark","16:00:00","2020-10-02",882,58,28,144,16,1128
"Bromley","17:00:00","2020-10-02",10,0,0,2,0,12
"Enfield","17:00:00","2020-10-02",462,3,5,28,1,499
"Kensington and Chelsea","17:00:00","2020-10-02",954,96,51,81,8,1190
"Lambeth","17:00:00","2020-10-02",743,87,62,86,11,989
"Southwark","17:00:00","2020-10-02",937,66,28,135,18,1184
"Bromley","18:00:00","2020-10-02",10,0,0,1,0,11
"Enfield","18:00:00","2020-10-02",399,8,4,36,2,449
"Kensington and Chelsea","18:00:00","2020-10-02",1059,115,51,44,12,1281
"Lambeth","18:00:00","2020-10-02",725,92,63,87,10,977
"Southwark","18:00:00","2020-10-02",935,50,29,78,12,1104
"Bexley","07:00:00","2020-10-05",173,2,0,42,2,219
"Greenwich","07:00:00","2020-10-05",3682,221,23,1380,334,5640
"Islington","07:00:00","2020-10-05",761,131,84,288,91,1355
"Waltham Forest","07:00:00","2020-10-05",1208,19,10,326,71,1634
"Bexley","08:00:00","2020-10-05",327,0,0,43,6,376
"Greenwich","08:00:00","2020-10-05",3539,121,16,1173,404,5253
"Islington","08:00:00","2020-10-05",703,98,83,312,134,1330
"Waltham Forest","08:00:00","2020-10-05",1159,8,14,237,68,1486
"Bexley","09:00:00","2020-10-05",167,2,0,31,5,205
"Greenwich","09:00:00","2020-10-05",3419,75,14,1092,463,5063
"Islington","09:00:00","2020-10-05",703,83,91,271,119,1267
"Waltham Forest","09:00:00","2020-10-05",1191,16,20,321,77,1625
"Bexley","10:00:00","2020-10-05",112,0,0,24,4,140
"Greenwich","10:00:00","2020-10-05",3255,39,10,989,473,4766
"Islington","10:00:00","2020-10-05",632,82,90,292,117,1213
"Waltham Forest","10:00:00","2020-10-05",994,9,11,296,80,1390
"Bexley","11:00:00","2020-10-05",136,2,0,23,3,164
"Greenwich","11:00:00","2020-10-05",3305,53,5,1008,465,4836
"Islington","11:00:00","2020-10-05",675,127,83,334,126,1345
"Waltham Forest","11:00:00","2020-10-05",996,17,13,294,82,1402
"Bexley","12:00:00","2020-10-05",159,0,0,25,2,186
"Greenwich","12:00:00","2020-10-05",3688,58,7,1151,471,5375
"Islington","12:00:00","2020-10-05",697,147,81,304,127,1356
"Waltham Forest","12:00:00","2020-10-05",1098,12,12,286,92,1500
"Bexley","13:00:00","2020-10-05",153,2,0,10,6,171
"Greenwich","13:00:00","2020-10-05",3739,76,13,1201,496,5525
"Islington","13:00:00","2020-10-05",745,170,80,341,98,1434
"Waltham Forest","13:00:00","2020-10-05",1203,24,14,249,69,1559
"Bexley","14:00:00","2020-10-05",195,1,0,17,2,215
"Greenwich","14:00:00","2020-10-05",4068,75,14,1250,479,5886
"Islington","14:00:00","2020-10-05",746,164,89,335,91,1425
"Waltham Forest","14:00:00","2020-10-05",1282,24,13,241,75,1635
"Bexley","15:00:00","2020-10-05",259,2,0,40,1,302
"Islington","15:00:00","2020-10-05",826,163,82,335,67,1473
"Waltham Forest","15:00:00","2020-10-05",1248,13,14,262,50,1587
"Bexley","16:00:00","2020-10-05",187,2,0,41,1,231
"Islington","16:00:00","2020-10-05",849,200,83,294,53,1479
"Waltham Forest","16:00:00","2020-10-05",1367,23,21,255,25,1691
"Bexley","17:00:00","2020-10-05",250,2,0,30,1,283
"Islington","17:00:00","2020-10-05",938,189,88,245,35,1495
"Waltham Forest","17:00:00","2020-10-05",1447,19,12,225,27,1730
"Bexley","18:00:00","2020-10-05",172,2,0,18,1,193
"Islington","18:00:00","2020-10-05",996,187,85,142,40,1450
"Waltham Forest","18:00:00","2020-10-05",1500,12,12,189,19,1732
"Hackney","07:00:00","2020-10-06",492,16,98,209,39,854
"Lewisham","07:00:00","2020-10-06",9,0,0,1,0,10
"Newham","07:00:00","2020-10-06",422,3,15,67,12,519
"Hackney","08:00:00","2020-10-06",553,25,91,168,21,858
"Lewisham","08:00:00","2020-10-06",7,0,0,3,0,10
"Newham","08:00:00","2020-10-06",642,1,12,68,7,730
"Hackney","09:00:00","2020-10-06",576,19,104,162,40,901
"Lewisham","09:00:00","2020-10-06",9,1,0,5,1,16
"Newham","09:00:00","2020-10-06",420,2,16,64,18,520
"Hackney","10:00:00","2020-10-06",469,18,99,195,31,812
"Lewisham","10:00:00","2020-10-06",10,1,0,6,2,19
"Newham","10:00:00","2020-10-06",317,3,13,73,8,414
"Hackney","11:00:00","2020-10-06",428,24,97,152,37,738
"Lewisham","11:00:00","2020-10-06",15,0,0,6,0,21
"Newham","11:00:00","2020-10-06",323,5,11,80,8,427
"Hackney","12:00:00","2020-10-06",504,36,97,189,38,864
"Lewisham","12:00:00","2020-10-06",7,0,0,5,1,13
"Newham","12:00:00","2020-10-06",403,4,14,67,17,505
"Hackney","13:00:00","2020-10-06",468,41,90,165,30,794
"Lewisham","13:00:00","2020-10-06",8,2,0,6,0,16
"Newham","13:00:00","2020-10-06",462,6,10,61,6,545
"Hackney","14:00:00","2020-10-06",540,37,95,151,22,845
"Lewisham","14:00:00","2020-10-06",10,0,0,2,0,12
"Newham","14:00:00","2020-10-06",528,7,14,65,11,625
"Hackney","15:00:00","2020-10-06",400,39,80,113,16,648
"Lewisham","15:00:00","2020-10-06",10,0,0,0,1,11
"Newham","15:00:00","2020-10-06",598,8,14,70,14,704
"Hackney","16:00:00","2020-10-06",328,27,68,90,11,524
"Lewisham","16:00:00","2020-10-06",7,1,0,4,0,12
"Newham","16:00:00","2020-10-06",630,8,14,120,15,787
"Hackney","17:00:00","2020-10-06",570,56,79,124,16,845
"Lewisham","17:00:00","2020-10-06",16,0,0,4,0,20
"Newham","17:00:00","2020-10-06",752,13,13,139,14,931
"Hackney","18:00:00","2020-10-06",623,43,87,94,17,864
"Lewisham","18:00:00","2020-10-06",12,1,0,1,0,14
"Newham","18:00:00","2020-10-06",707,18,14,79,12,830
"Bromley","07:00:00","2020-10-07",219,0,11,53,5,288
"Haringey","07:00:00","2020-10-07",1169,42,62,440,115,1828
"Southwark","07:00:00","2020-10-07",7,0,0,2,2,11
"Bromley","08:00:00","2020-10-07",348,2,10,62,9,431
"Haringey","08:00:00","2020-10-07",1254,44,42,436,127,1903
"Southwark","08:00:00","2020-10-07",34,2,1,6,2,45
"Bromley","09:00:00","2020-10-07",177,2,10,35,13,237
"Haringey","09:00:00","2020-10-07",1173,49,43,375,136,1776
"Southwark","09:00:00","2020-10-07",21,0,1,10,3,35
"Bromley","10:00:00","2020-10-07",140,1,13,45,12,211
"Haringey","10:00:00","2020-10-07",1079,41,44,355,140,1659
"Southwark","10:00:00","2020-10-07",16,0,0,7,4,27
"Bromley","11:00:00","2020-10-07",147,0,10,41,2,200
"Haringey","11:00:00","2020-10-07",1141,46,39,402,132,1760
"Southwark","11:00:00","2020-10-07",21,2,0,11,3,37
"Bromley","12:00:00","2020-10-07",196,3,10,38,4,251
"Haringey","12:00:00","2020-10-07",1243,80,40,362,143,1868
"Southwark","12:00:00","2020-10-07",18,2,0,15,6,41
"Bromley","13:00:00","2020-10-07",177,3,11,41,2,234
"Haringey","13:00:00","2020-10-07",1367,70,44,389,126,1996
"Southwark","13:00:00","2020-10-07",31,5,0,12,7,55
"Bromley","14:00:00","2020-10-07",249,1,9,30,3,292
"Haringey","14:00:00","2020-10-07",1480,68,48,392,133,2121
"Southwark","14:00:00","2020-10-07",31,5,0,10,2,48
"Bromley","15:00:00","2020-10-07",258,5,10,64,4,341
"Southwark","15:00:00","2020-10-07",36,4,1,2,2,45
"Bromley","16:00:00","2020-10-07",238,1,12,63,9,323
"Southwark","16:00:00","2020-10-07",34,3,1,5,1,44
"Bromley","17:00:00","2020-10-07",235,3,10,30,0,278
"Southwark","17:00:00","2020-10-07",35,2,0,2,0,39
"Bromley","18:00:00","2020-10-07",213,1,12,21,3,250
"Southwark","18:00:00","2020-10-07",29,5,0,8,0,42
"Barnet","07:00:00","2020-10-08",480,7,2,106,4,599
"Croydon","07:00:00","2020-10-08",114,4,0,11,2,131
"Ealing","07:00:00","2020-10-08",432,7,1,114,27,581
"Enfield","07:00:00","2020-10-08",177,2,13,35,4,231
"Kingston upon Thames","07:00:00","2020-10-08",163,2,0,48,3,216
"Richmond upon Thames","07:00:00","2020-10-08",194,8,13,39,5,259
"Wandsworth","07:00:00","2020-10-08",161,3,0,37,4,205
"Barnet","08:00:00","2020-10-08",828,7,6,59,7,907
"Croydon","08:00:00","2020-10-08",231,4,0,17,1,253
"Ealing","08:00:00","2020-10-08",447,9,0,73,13,542
"Enfield","08:00:00","2020-10-08",419,5,11,62,4,501
"Kingston upon Thames","08:00:00","2020-10-08",230,0,0,31,4,265
"Richmond upon Thames","08:00:00","2020-10-08",310,2,13,32,3,360
"Wandsworth","08:00:00","2020-10-08",213,3,0,24,4,244
"Barnet","09:00:00","2020-10-08",507,5,2,74,11,599
"Croydon","09:00:00","2020-10-08",65,0,0,15,0,80
"Ealing","09:00:00","2020-10-08",336,5,0,90,20,451
"Enfield","09:00:00","2020-10-08",233,0,16,35,4,288
"Kingston upon Thames","09:00:00","2020-10-08",114,1,0,14,1,130
"Richmond upon Thames","09:00:00","2020-10-08",179,4,11,38,11,243
"Wandsworth","09:00:00","2020-10-08",118,0,0,34,4,156
"Barnet","10:00:00","2020-10-08",434,2,1,83,17,537
"Croydon","10:00:00","2020-10-08",39,1,0,16,2,58
"Ealing","10:00:00","2020-10-08",283,14,1,75,16,389
"Enfield","10:00:00","2020-10-08",195,6,12,22,6,241
"Kingston upon Thames","10:00:00","2020-10-08",82,3,0,18,2,105
"Richmond upon Thames","10:00:00","2020-10-08",153,4,15,37,9,218
"Wandsworth","10:00:00","2020-10-08",76,2,0,27,1,106
"Barnet","11:00:00","2020-10-08",502,4,0,82,11,599
"Croydon","11:00:00","2020-10-08",41,0,0,6,1,48
"Ealing","11:00:00","2020-10-08",323,6,1,66,18,414
"Enfield","11:00:00","2020-10-08",178,9,11,22,8,228
"Kingston upon Thames","11:00:00","2020-10-08",70,3,0,21,1,95
"Richmond upon Thames","11:00:00","2020-10-08",153,7,12,36,3,211
"Wandsworth","11:00:00","2020-10-08",60,1,0,19,2,82
"Barnet","12:00:00","2020-10-08",496,8,0,71,16,591
"Croydon","12:00:00","2020-10-08",40,1,0,13,0,54
"Ealing","12:00:00","2020-10-08",335,9,0,62,13,419
"Enfield","12:00:00","2020-10-08",178,12,12,36,5,243
"Kingston upon Thames","12:00:00","2020-10-08",90,3,0,22,1,116
"Richmond upon Thames","12:00:00","2020-10-08",186,5,12,42,4,249
"Wandsworth","12:00:00","2020-10-08",55,5,0,15,1,76
"Barnet","13:00:00","2020-10-08",516,11,4,92,13,636
"Croydon","13:00:00","2020-10-08",37,1,0,9,1,48
"Ealing","13:00:00","2020-10-08",370,7,1,98,22,498
"Enfield","13:00:00","2020-10-08",204,11,12,42,4,273
"Kingston upon Thames","13:00:00","2020-10-08",95,3,0,13,0,111
"Richmond upon Thames","13:00:00","2020-10-08",195,9,13,30,11,258
"Wandsworth","13:00:00","2020-10-08",53,7,0,11,1,72
"Barnet","14:00:00","2020-10-08",606,4,2,83,11,706
"Croydon","14:00:00","2020-10-08",83,2,0,8,1,94
"Ealing","14:00:00","2020-10-08",425,6,2,78,17,528
"Enfield","14:00:00","2020-10-08",249,13,11,28,3,304
"Kingston upon Thames","14:00:00","2020-10-08",141,2,0,20,2,165
"Richmond upon Thames","14:00:00","2020-10-08",240,4,11,32,7,294
"Wandsworth","14:00:00","2020-10-08",57,10,0,15,2,84
"Barnet","15:00:00","2020-10-08",859,9,8,79,5,960
"Croydon","15:00:00","2020-10-08",115,0,0,11,0,126
"Ealing","15:00:00","2020-10-08",465,4,0,65,17,551
"Enfield","15:00:00","2020-10-08",370,13,15,48,8,454
"Kingston upon Thames","15:00:00","2020-10-08",143,3,0,23,1,170
"Richmond upon Thames","15:00:00","2020-10-08",323,7,16,36,8,390
"Wandsworth","15:00:00","2020-10-08",104,3,0,13,5,125
"Barnet","16:00:00","2020-10-08",752,3,2,107,5,869
"Croydon","16:00:00","2020-10-08",115,3,0,23,2,143
"Ealing","16:00:00","2020-10-08",537,11,0,77,11,636
"Enfield","16:00:00","2020-10-08",307,11,15,56,4,393
"Kingston upon Thames","16:00:00","2020-10-08",124,3,0,24,0,151
"Richmond upon Thames","16:00:00","2020-10-08",244,5,12,30,5,296
"Wandsworth","16:00:00","2020-10-08",85,3,0,8,0,96
"Barnet","17:00:00","2020-10-08",761,12,1,64,4,842
"Croydon","17:00:00","2020-10-08",103,0,0,15,2,120
"Ealing","17:00:00","2020-10-08",555,10,1,77,5,648
"Enfield","17:00:00","2020-10-08",304,15,11,44,4,378
"Kingston upon Thames","17:00:00","2020-10-08",140,7,0,23,0,170
"Richmond upon Thames","17:00:00","2020-10-08",231,15,13,21,2,282
"Wandsworth","17:00:00","2020-10-08",88,5,0,6,6,105
"Barnet","18:00:00","2020-10-08",792,16,0,58,2,868
"Croydon","18:00:00","2020-10-08",73,4,0,7,0,84
"Ealing","18:00:00","2020-10-08",493,8,0,37,3,541
"Enfield","18:00:00","2020-10-08",270,7,12,27,0,316
"Kingston upon Thames","18:00:00","2020-10-08",136,8,0,22,0,166
"Richmond upon Thames","18:00:00","2020-10-08",196,13,11,11,1,232
"Wandsworth","18:00:00","2020-10-08",82,8,0,3,0,93
"Barking and Dagenham","07:00:00","2020-10-09",28,1,0,9,0,38
"Croydon","07:00:00","2020-10-09",585,12,12,135,14,758
"Hillingdon","07:00:00","2020-10-09",155,4,2,26,0,187
"Barking and Dagenham","08:00:00","2020-10-09",55,0,0,3,1,59
"Croydon","08:00:00","2020-10-09",792,14,10,107,12,935
"Hillingdon","08:00:00","2020-10-09",433,2,3,36,1,475
"Barking and Dagenham","09:00:00","2020-10-09",31,3,0,1,1,36
"Croydon","09:00:00","2020-10-09",548,9,10,138,25,730
"Hillingdon","09:00:00","2020-10-09",164,1,2,21,4,192
"Barking and Dagenham","10:00:00","2020-10-09",20,0,0,2,1,23
"Croydon","10:00:00","2020-10-09",501,12,10,120,13,656
"Hillingdon","10:00:00","2020-10-09",174,0,2,19,1,196
"Barking and Dagenham","11:00:00","2020-10-09",30,0,0,1,1,32
"Croydon","11:00:00","2020-10-09",519,18,12,115,19,683
"Hillingdon","11:00:00","2020-10-09",162,1,2,27,4,196
"Barking and Dagenham","12:00:00","2020-10-09",41,0,0,5,0,46
"Croydon","12:00:00","2020-10-09",594,36,12,107,13,762
"Hillingdon","12:00:00","2020-10-09",174,4,2,13,2,195
"Barking and Dagenham","13:00:00","2020-10-09",21,1,0,5,1,28
"Croydon","13:00:00","2020-10-09",633,35,9,129,20,826
"Hillingdon","13:00:00","2020-10-09",165,2,2,24,1,194
"Barking and Dagenham","14:00:00","2020-10-09",44,2,0,2,0,48
"Croydon","14:00:00","2020-10-09",694,18,7,119,15,853
"Hillingdon","14:00:00","2020-10-09",230,4,2,28,5,269
"Barking and Dagenham","15:00:00","2020-10-09",41,0,0,7,1,49
"Croydon","15:00:00","2020-10-09",719,25,11,131,16,902
"Hillingdon","15:00:00","2020-10-09",442,0,2,47,9,500
"Barking and Dagenham","16:00:00","2020-10-09",43,2,0,4,0,49
"Croydon","16:00:00","2020-10-09",728,27,11,115,7,888
"Hillingdon","16:00:00","2020-10-09",380,1,2,65,7,455
"Barking and Dagenham","17:00:00","2020-10-09",60,0,0,8,1,69
"Croydon","17:00:00","2020-10-09",792,21,11,119,4,947
"Hillingdon","17:00:00","2020-10-09",356,2,2,58,5,423
"Barking and Dagenham","18:00:00","2020-10-09",42,1,0,4,0,47
"Croydon","18:00:00","2020-10-09",796,42,10,94,11,953
"Hillingdon","18:00:00","2020-10-09",366,0,2,39,3,410
"Sutton","09:00:00","2020-10-12",1639,36,21,412,92,2200
"Sutton","10:00:00","2020-10-12",1370,35,20,379,84,1888
"Sutton","11:00:00","2020-10-12",1429,30,18,374,92,1943
"Sutton","12:00:00","2020-10-12",1310,36,20,344,94,1804
"Sutton","13:00:00","2020-10-12",1556,40,20,363,62,2041
"Sutton","14:00:00","2020-10-12",1728,38,17,380,89,2252
"Sutton","18:00:00","2020-10-12",1758,40,20,347,30,2195
"Enfield","07:00:00","2020-10-15",305,2,17,71,14,409
"Enfield","08:00:00","2020-10-15",531,5,10,66,17,629
"Enfield","09:00:00","2020-10-15",310,10,10,71,21,422
"Enfield","10:00:00","2020-10-15",209,21,15,93,24,362
"Enfield","11:00:00","2020-10-15",255,13,13,61,17,359
"Enfield","12:00:00","2020-10-15",258,18,13,57,23,369
"Enfield","13:00:00","2020-10-15",253,20,10,75,18,376
"Enfield","14:00:00","2020-10-15",365,7,16,88,10,486
"Enfield","15:00:00","2020-10-15",470,5,11,59,8,553
"Enfield","16:00:00","2020-10-15",406,9,11,65,12,503
"Enfield","17:00:00","2020-10-15",389,12,11,50,17,479
"Enfield","18:00:00","2020-10-15",340,11,14,33,12,410
"City of London","07:00:00","2020-10-16",233,21,26,136,39,455
"Ealing","07:00:00","2020-10-16",391,7,1,136,14,549
"City of London","08:00:00","2020-10-16",219,27,30,104,50,430
"Ealing","08:00:00","2020-10-16",510,4,1,97,30,642
"City of London","09:00:00","2020-10-16",203,35,31,128,66,463
"Ealing","09:00:00","2020-10-16",432,10,1,111,24,578
"City of London","10:00:00","2020-10-16",241,38,27,159,58,523
"Ealing","10:00:00","2020-10-16",376,11,3,118,39,547
"City of London","11:00:00","2020-10-16",254,30,28,144,38,494
"Ealing","11:00:00","2020-10-16",417,9,5,115,29,575
"City of London","12:00:00","2020-10-16",268,34,28,124,34,488
"Ealing","12:00:00","2020-10-16",478,17,1,113,20,629
"City of London","13:00:00","2020-10-16",256,52,29,122,26,485
"Ealing","13:00:00","2020-10-16",539,20,9,101,18,687
"City of London","14:00:00","2020-10-16",247,38,24,133,24,466
"Ealing","14:00:00","2020-10-16",547,16,1,90,19,673
"City of London","15:00:00","2020-10-16",339,49,25,84,7,504
"Ealing","15:00:00","2020-10-16",502,15,0,110,17,644
"City of London","16:00:00","2020-10-16",286,40,25,76,16,443
"Ealing","16:00:00","2020-10-16",513,17,5,106,10,651
"City of London","17:00:00","2020-10-16",357,56,31,29,6,479
"Ealing","17:00:00","2020-10-16",573,27,3,89,15,707
"City of London","18:00:00","2020-10-16",410,45,24,30,9,518
"Ealing","18:00:00","2020-10-16",522,24,1,53,7,607
"Havering","07:00:00","2020-11-02",699,4,27,139,10,879
"Havering","08:00:00","2020-11-02",932,6,30,116,14,1098
"Havering","09:00:00","2020-11-02",795,3,31,116,21,966
